states,year,quarter,trans_type,trans_counts,amount,district
madhya-pradesh,2019,4,,874643,1255756247.970314,vidisha district
madhya-pradesh,2019,4,,786128,1261417059.325937,balaghat district
madhya-pradesh,2019,4,,888076,1620787625.956875,singrauli district
madhya-pradesh,2019,4,,777178,1258725233.125148,betul district
madhya-pradesh,2019,4,,371875,757811477.3894438,sidhi district
madhya-pradesh,2019,4,,229322,432679416.0032599,datia district
madhya-pradesh,2019,4,,1251392,2061011651.782811,dewas district
madhya-pradesh,2019,4,,143865,283784507.7272147,sheopur district
madhya-pradesh,2019,4,,437313,761018666.710302,neemuch district
madhya-pradesh,2019,4,,909026,1299786956.5868082,raisen district
madhya-pradesh,2019,4,,666721,1174728688.631494,mandsaur district
madhya-pradesh,2019,4,,240538,460445027.01960254,barwani district
madhya-pradesh,2019,4,,479971,828805126.7779654,katni district
madhya-pradesh,2019,4,,188857,334782163.8930688,dindori district
madhya-pradesh,2019,4,,582096,903883898.6970116,shivpuri district
madhya-pradesh,2019,4,,2509157,4050254390.7232127,gwalior district
madhya-pradesh,2019,4,,369552,603613476.7487521,anuppur district
madhya-pradesh,2019,4,,242128,488561343.3566568,agar malwa district
madhya-pradesh,2019,4,,229322,453295365.8414092,ashoknagar district
madhya-pradesh,2019,4,,1218814,1853137602.085916,sagar district
madhya-pradesh,2019,4,,98546,182508349.7388565,niwari district
madhya-pradesh,2019,4,,1160674,2078184265.186203,rewa district
madhya-pradesh,2019,4,,550250,993408390.5956172,shajapur district
madhya-pradesh,2019,4,,1649254,2534823488.3187423,ujjain district
madhya-pradesh,2019,4,,499964,958481497.3250488,bhind district
madhya-pradesh,2019,4,,250671,459197353.12283975,tikamgarh district
madhya-pradesh,2019,4,,553103,974187067.6697236,seoni district
madhya-pradesh,2019,4,,228444,412943463.3634922,harda district
madhya-pradesh,2019,4,,212469,366453162.7728373,burhanpur district
madhya-pradesh,2019,4,,308020,566204811.1556314,damoh district
madhya-pradesh,2019,4,,18062429,24303685079.877422,bhopal district
madhya-pradesh,2019,4,,138527,272107291.6601217,jhabua district
madhya-pradesh,2019,4,,1194971,1868318600.635217,dhar district
madhya-pradesh,2019,4,,603422,1133891528.98251,guna district
madhya-pradesh,2019,4,,464888,731504467.3027996,east nimar district
madhya-pradesh,2019,4,,1143151,1828645736.76842,chhindwara district
madhya-pradesh,2019,4,,221931,385321545.520756,umaria district
madhya-pradesh,2019,4,,274439,442600272.1883175,mandla district
madhya-pradesh,2019,4,,15879423,23175261773.68209,indore district
madhya-pradesh,2019,4,,521170,904148565.4771672,shahdol district
madhya-pradesh,2019,4,,846558,1520656346.996079,ratlam district
madhya-pradesh,2019,4,,221446,401424811.93197066,panna district
madhya-pradesh,2019,4,,494307,883250818.9651694,chhatarpur district
madhya-pradesh,2020,1,,677107,1487773913.322694,morena district
madhya-pradesh,2020,1,,80878,139222795.2055811,alirajpur district
madhya-pradesh,2020,1,,1747508,2672516076.599974,sehore district
madhya-pradesh,2020,1,,1003150,1931180320.955352,rajgarh district
madhya-pradesh,2020,1,,881158,1574505862.423655,khargone district
madhya-pradesh,2020,1,,1054696,1784631427.166116,satna district
madhya-pradesh,2020,1,,688918,1184472226.218605,narsinghpur district
madhya-pradesh,2020,1,,3486010,5963024021.397759,jabalpur district
madhya-pradesh,2020,1,,828769,1373162855.003778,hoshangabad district
madhya-pradesh,2020,1,,924103,1432345729.841382,vidisha district
madhya-pradesh,2020,1,,906061,1537219792.922466,balaghat district
madhya-pradesh,2020,1,,1021478,1813855141.383542,singrauli district
madhya-pradesh,2020,1,,945162,1505930532.9735162,betul district
madhya-pradesh,2020,1,,446051,920320721.1366476,sidhi district
madhya-pradesh,2020,1,,268264,526142245.711793,datia district
madhya-pradesh,2020,1,,1550696,2464387871.393967,dewas district
madhya-pradesh,2020,1,,184458,352706798.3802645,sheopur district
madhya-pradesh,2020,1,,531047,886080840.623139,neemuch district
madhya-pradesh,2020,1,,1032990,1549085424.333671,raisen district
madhya-pradesh,2020,1,,807793,1375833119.48378,mandsaur district
madhya-pradesh,2020,1,,325006,604870938.0003757,barwani district
madhya-pradesh,2020,1,,556365,943799882.3973982,katni district
madhya-pradesh,2020,1,,214866,396788718.2048433,dindori district
madhya-pradesh,2020,1,,550319,1103063094.064333,shivpuri district
madhya-pradesh,2020,1,,2793829,4742983278.610157,gwalior district
madhya-pradesh,2020,1,,418000,724569321.1941388,anuppur district
madhya-pradesh,2020,1,,311735,625620488.0107846,agar malwa district
madhya-pradesh,2020,1,,277647,528607935.5618245,ashoknagar district
madhya-pradesh,2020,1,,1331074,2082416999.991927,sagar district
madhya-pradesh,2020,1,,121988,217310730.45194468,niwari district
madhya-pradesh,2020,1,,1358528,2622020903.592218,rewa district
madhya-pradesh,2020,1,,669470,1213374763.6922688,shajapur district
madhya-pradesh,2020,1,,1956388,2984071094.51804,ujjain district
madhya-pradesh,2020,1,,576145,1134766386.7772532,bhind district
madhya-pradesh,2020,1,,303500,526334043.8341253,tikamgarh district
madhya-pradesh,2020,1,,673872,1242759290.2327712,seoni district
madhya-pradesh,2020,1,,286337,488993407.8552156,harda district
madhya-pradesh,2020,1,,290428,470435916.8267562,burhanpur district
madhya-pradesh,2020,1,,356009,643762443.1742475,damoh district
madhya-pradesh,2020,1,,18872294,26955303213.75216,bhopal district
madhya-pradesh,2020,1,,185141,335602062.4116914,jhabua district
madhya-pradesh,2020,1,,1500274,2336164021.151242,dhar district
madhya-pradesh,2020,1,,712143,1318350475.483096,guna district
madhya-pradesh,2020,1,,631279,985252866.00711,east nimar district
madhya-pradesh,2020,1,,1550995,2660677487.5778337,chhindwara district
madhya-pradesh,2020,1,,253659,456166379.5399409,umaria district
madhya-pradesh,2020,1,,346631,557993549.7228284,mandla district
madhya-pradesh,2020,1,,20249473,30491290764.19948,indore district
madhya-pradesh,2020,1,,761513,1534787163.935138,shahdol district
madhya-pradesh,2020,1,,1004214,1772832178.358021,ratlam district
madhya-pradesh,2020,1,,272659,502772844.4476434,panna district
madhya-pradesh,2020,1,,588668,1059141076.1447952,chhatarpur district
madhya-pradesh,2020,2,,979863,2004598751.5638096,morena district
madhya-pradesh,2020,2,,155614,263806138.89906,alirajpur district
madhya-pradesh,2020,2,,2007098,3502556848.342663,sehore district
madhya-pradesh,2020,2,,1370563,3068680022.419083,rajgarh district
madhya-pradesh,2020,2,,1304018,2348687630.950598,khargone district
madhya-pradesh,2020,2,,1279303,2299659062.9965434,satna district
madhya-pradesh,2020,2,,937615,1747257364.121968,narsinghpur district
madhya-pradesh,2020,2,,2318052,4127023650.058033,jabalpur district
madhya-pradesh,2020,2,,1066800,1911483431.609852,hoshangabad district
madhya-pradesh,2020,2,,1117516,2114809476.4918904,vidisha district
madhya-pradesh,2020,2,,1264576,2249262810.331126,balaghat district
madhya-pradesh,2020,2,,1241316,2418071609.30899,singrauli district
madhya-pradesh,2020,2,,1295916,2035034813.124415,betul district
madhya-pradesh,2020,2,,594134,1251703559.017153,sidhi district
madhya-pradesh,2020,2,,371197,814911322.7150948,datia district
madhya-pradesh,2020,2,,1913320,3316587068.990117,dewas district
madhya-pradesh,2020,2,,287598,632810944.0852448,sheopur district
madhya-pradesh,2020,2,,647097,1070993929.146634,neemuch district
madhya-pradesh,2020,2,,1262637,2158327798.903433,raisen district
madhya-pradesh,2020,2,,988154,1894387003.614709,mandsaur district
madhya-pradesh,2020,2,,504022,917979409.524592,barwani district
madhya-pradesh,2020,2,,697772,1227357562.792697,katni district
madhya-pradesh,2020,2,,294665,642902838.0419433,dindori district
madhya-pradesh,2020,2,,765616,1802939903.2152247,shivpuri district
madhya-pradesh,2020,2,,2624767,4775816368.953523,gwalior district
madhya-pradesh,2020,2,,528535,980195492.1188456,anuppur district
madhya-pradesh,2020,2,,457894,1029333871.0899692,agar malwa district
madhya-pradesh,2020,2,,411999,915854462.0085748,ashoknagar district
madhya-pradesh,2020,2,,1633278,2989078262.609155,sagar district
madhya-pradesh,2020,2,,163980,323550911.78354216,niwari district
madhya-pradesh,2020,2,,1877915,3929625254.510859,rewa district
madhya-pradesh,2020,2,,963692,2009109363.143172,shajapur district
madhya-pradesh,2020,2,,2060273,3502234253.762901,ujjain district
madhya-pradesh,2020,2,,860061,1567302614.122136,bhind district
madhya-pradesh,2020,2,,433833,870779989.0139148,tikamgarh district
madhya-pradesh,2020,2,,919072,1876111768.675933,seoni district
madhya-pradesh,2020,2,,437409,923750328.2977576,harda district
madhya-pradesh,2020,2,,448472,721369190.5894086,burhanpur district
madhya-pradesh,2020,2,,503111,957636734.1200182,damoh district
madhya-pradesh,2020,2,,14074026,27679446324.45678,bhopal district
madhya-pradesh,2020,2,,345216,610389566.3608975,jhabua district
madhya-pradesh,2020,2,,1792207,2906918483.5859733,dhar district
madhya-pradesh,2020,2,,900412,2035955767.9419763,guna district
madhya-pradesh,2020,2,,941821,1549743255.635342,east nimar district
madhya-pradesh,2020,2,,1950309,3543387312.882436,chhindwara district
madhya-pradesh,2020,2,,340098,646825289.7004355,umaria district
madhya-pradesh,2020,2,,480536,850370429.2975839,mandla district
madhya-pradesh,2020,2,,13320426,28685653051.731613,indore district
madhya-pradesh,2020,2,,791555,1542516881.0136988,shahdol district
madhya-pradesh,2020,2,,1214400,2377066090.09512,ratlam district
madhya-pradesh,2020,2,,411969,812220357.4162295,panna district
madhya-pradesh,2020,2,,788845,1487940663.8813522,chhatarpur district
madhya-pradesh,2020,3,,1099715,2513158393.78342,morena district
madhya-pradesh,2020,3,,161857,315733167.6023681,alirajpur district
madhya-pradesh,2020,3,,2512141,4197137117.01356,sehore district
madhya-pradesh,2020,3,,1602252,3377561392.8752184,rajgarh district
madhya-pradesh,2020,3,,1565121,3022308238.455488,khargone district
madhya-pradesh,2020,3,,1679598,2978185557.314616,satna district
madhya-pradesh,2020,3,,1085273,1966793014.866884,narsinghpur district
madhya-pradesh,2020,3,,3568035,6733555697.65695,jabalpur district
madhya-pradesh,2020,3,,1307021,2338006892.479837,hoshangabad district
madhya-pradesh,2020,3,,1426125,2699925269.663188,vidisha district
madhya-pradesh,2020,3,,1530617,2772263232.711515,balaghat district
madhya-pradesh,2020,3,,1641125,3159908500.4134684,singrauli district
madhya-pradesh,2020,3,,1615774,2736945398.365112,betul district
madhya-pradesh,2020,3,,746341,1582656775.540965,sidhi district
madhya-pradesh,2020,3,,436118,971355519.2469968,datia district
madhya-pradesh,2020,3,,2498225,4394184455.067969,dewas district
madhya-pradesh,2020,3,,310991,657392233.1006646,sheopur district
madhya-pradesh,2020,3,,806043,1532695172.035258,neemuch district
madhya-pradesh,2020,3,,1624365,2628295544.802391,raisen district
madhya-pradesh,2020,3,,1213750,2435251645.050977,mandsaur district
madhya-pradesh,2020,3,,615021,1216096421.487726,barwani district
madhya-pradesh,2020,3,,902355,1601344230.3695128,katni district
madhya-pradesh,2020,3,,362774,759222383.9067988,dindori district
madhya-pradesh,2020,3,,918103,2176411286.46308,shivpuri district
madhya-pradesh,2020,3,,3978884,7817520356.400029,gwalior district
madhya-pradesh,2020,3,,664283,1208285677.264046,anuppur district
madhya-pradesh,2020,3,,488774,1136830442.346402,agar malwa district
madhya-pradesh,2020,3,,482485,1045446572.5930712,ashoknagar district
madhya-pradesh,2020,3,,2022389,3708622884.307446,sagar district
madhya-pradesh,2020,3,,193815,392982412.9041935,niwari district
madhya-pradesh,2020,3,,2086383,3959365505.51191,rewa district
madhya-pradesh,2020,3,,1095702,2192556605.5590887,shajapur district
madhya-pradesh,2020,3,,2921971,5297389626.97533,ujjain district
madhya-pradesh,2020,3,,979454,2048190964.4234407,bhind district
madhya-pradesh,2020,3,,491496,959433739.9285223,tikamgarh district
madhya-pradesh,2020,3,,1053694,2089162276.3583908,seoni district
madhya-pradesh,2020,3,,500606,931935805.3629216,harda district
madhya-pradesh,2020,3,,572555,1021350623.012419,burhanpur district
madhya-pradesh,2020,3,,570162,1143180966.978652,damoh district
madhya-pradesh,2020,3,,29560361,57525605025.51221,bhopal district
madhya-pradesh,2020,3,,373102,726655151.9990163,jhabua district
madhya-pradesh,2020,3,,2527639,4260243322.862532,dhar district
madhya-pradesh,2020,3,,1133377,2443104469.436231,guna district
madhya-pradesh,2020,3,,1094471,1837941946.6685965,east nimar district
madhya-pradesh,2020,3,,2113701,3726188140.640314,chhindwara district
madhya-pradesh,2020,3,,421809,769775751.4985476,umaria district
madhya-pradesh,2020,3,,574815,1031317389.125783,mandla district
madhya-pradesh,2020,3,,17544816,31851463020.7612,indore district
madhya-pradesh,2020,3,,971434,1856954171.38744,shahdol district
madhya-pradesh,2020,3,,1510708,3061414644.969604,ratlam district
madhya-pradesh,2020,3,,475441,957142671.47175,panna district
madhya-pradesh,2020,3,,946814,1935232278.002532,chhatarpur district
madhya-pradesh,2020,4,,1558956,3953477371.08446,morena district
madhya-pradesh,2020,4,,218291,424965978.9104811,alirajpur district
madhya-pradesh,2020,4,,3633263,6071266571.198606,sehore district
madhya-pradesh,2020,4,,2246137,4772213369.075053,rajgarh district
madhya-pradesh,2020,4,,2316421,4494479655.685021,khargone district
madhya-pradesh,2020,4,,2441893,4730850081.038763,satna district
madhya-pradesh,2020,4,,1564453,3012480790.481521,narsinghpur district
madhya-pradesh,2020,4,,5245511,9769636688.245636,jabalpur district
madhya-pradesh,2020,4,,2019683,3611030904.960101,hoshangabad district
madhya-pradesh,2020,4,,2048942,3935091664.6853313,vidisha district
madhya-pradesh,2020,4,,2264084,4327237253.639404,balaghat district
madhya-pradesh,2020,4,,2307583,4532106287.064731,singrauli district
madhya-pradesh,2020,4,,2338983,4155886908.782305,betul district
madhya-pradesh,2020,4,,1056459,2364979330.568928,sidhi district
madhya-pradesh,2020,4,,610567,1444388557.202534,datia district
madhya-pradesh,2020,4,,3659099,6453013619.067839,dewas district
madhya-pradesh,2020,4,,426813,952730306.344766,sheopur district
madhya-pradesh,2020,4,,1138127,2294476553.4443226,neemuch district
madhya-pradesh,2020,4,,2354383,3795545559.439977,raisen district
madhya-pradesh,2020,4,,1702849,3599293908.404353,mandsaur district
madhya-pradesh,2020,4,,942429,1900039062.742188,barwani district
madhya-pradesh,2020,4,,1313363,2477741226.374768,katni district
madhya-pradesh,2020,4,,507945,1044878188.248591,dindori district
madhya-pradesh,2020,4,,1338636,3314285091.496779,shivpuri district
madhya-pradesh,2020,4,,6115831,12129267094.94929,gwalior district
madhya-pradesh,2020,4,,968828,1811583633.931184,anuppur district
madhya-pradesh,2020,4,,687422,1634982482.0574913,agar malwa district
madhya-pradesh,2020,4,,668278,1488084429.997281,ashoknagar district
madhya-pradesh,2020,4,,2882971,5341735254.358235,sagar district
madhya-pradesh,2020,4,,263987,587169247.896822,niwari district
madhya-pradesh,2020,4,,3045335,6440539078.097477,rewa district
madhya-pradesh,2020,4,,1557727,3122785610.328477,shajapur district
madhya-pradesh,2020,4,,4280284,7849328204.967745,ujjain district
madhya-pradesh,2020,4,,1375781,3148511019.969347,bhind district
madhya-pradesh,2020,4,,689996,1420798584.0052211,tikamgarh district
madhya-pradesh,2020,4,,1518741,3105941827.287248,seoni district
madhya-pradesh,2020,4,,745011,1358337158.167201,harda district
madhya-pradesh,2020,4,,835693,1468116825.198771,burhanpur district
madhya-pradesh,2020,4,,795381,1648755982.6143951,damoh district
madhya-pradesh,2020,4,,38492334,67905952477.88091,bhopal district
madhya-pradesh,2020,4,,526191,1047606013.259092,jhabua district
madhya-pradesh,2020,4,,3833814,6450900581.257767,dhar district
madhya-pradesh,2020,4,,1650908,3557970760.124153,guna district
madhya-pradesh,2020,4,,1569591,2763633316.014061,east nimar district
madhya-pradesh,2020,4,,3170211,5890642613.695305,chhindwara district
madhya-pradesh,2020,4,,610841,1162284635.422002,umaria district
madhya-pradesh,2020,4,,834886,1577936333.796832,mandla district
madhya-pradesh,2020,4,,25715586,42359214660.83629,indore district
madhya-pradesh,2020,4,,1463780,2800510419.842836,shahdol district
madhya-pradesh,2020,4,,2168894,4568608001.31349,ratlam district
madhya-pradesh,2020,4,,643236,1391244910.9039938,panna district
madhya-pradesh,2020,4,,1286133,2810603686.010727,chhatarpur district
madhya-pradesh,2021,1,,1642617,4076150820.817652,morena district
madhya-pradesh,2021,1,,228504,499989236.2147408,alirajpur district
madhya-pradesh,2021,1,,3804912,6207673600.6952505,sehore district
madhya-pradesh,2021,1,,2591177,5531194245.644239,rajgarh district
madhya-pradesh,2021,1,,2478158,5022742955.5200615,khargone district
madhya-pradesh,2021,1,,2437515,4816296175.732275,satna district
madhya-pradesh,2021,1,,1563580,3177530090.950204,narsinghpur district
madhya-pradesh,2021,1,,6508756,11341470367.9353,jabalpur district
madhya-pradesh,2021,1,,2149209,3776567780.379984,hoshangabad district
madhya-pradesh,2021,1,,2319909,4298632208.617512,vidisha district
madhya-pradesh,2021,1,,2315936,4600620055.8422165,balaghat district
madhya-pradesh,2021,1,,2282715,4545863631.10256,singrauli district
madhya-pradesh,2021,1,,2398625,4370416166.62771,betul district
madhya-pradesh,2021,1,,1032630,2364548733.167993,sidhi district
madhya-pradesh,2021,1,,635398,1461101645.641393,datia district
madhya-pradesh,2021,1,,3992803,6833124438.36656,dewas district
madhya-pradesh,2021,1,,441474,999133018.2733552,sheopur district
madhya-pradesh,2021,1,,1242613,2652786981.404075,neemuch district
madhya-pradesh,2021,1,,2579640,4173866749.222631,raisen district
madhya-pradesh,2021,1,,1919705,4173482937.9684415,mandsaur district
madhya-pradesh,2021,1,,1067563,2248538999.422863,barwani district
madhya-pradesh,2021,1,,1402614,2685443831.958799,katni district
madhya-pradesh,2021,1,,490349,1119999389.193341,dindori district
madhya-pradesh,2021,1,,1542033,3503136658.4111323,shivpuri district
madhya-pradesh,2021,1,,7162483,13365571399.68047,gwalior district
madhya-pradesh,2021,1,,1029032,1990314404.995113,anuppur district
madhya-pradesh,2021,1,,811955,1905456871.832835,agar malwa district
madhya-pradesh,2021,1,,744766,1569426631.4587262,ashoknagar district
madhya-pradesh,2021,1,,3149917,5653447301.758538,sagar district
madhya-pradesh,2021,1,,260101,590317182.3799707,niwari district
madhya-pradesh,2021,1,,2905406,6260073492.30188,rewa district
madhya-pradesh,2021,1,,1726969,3385896058.893326,shajapur district
madhya-pradesh,2021,1,,4926814,8661804508.825623,ujjain district
madhya-pradesh,2021,1,,1375999,3080179035.102253,bhind district
madhya-pradesh,2021,1,,709159,1447720949.1649182,tikamgarh district
madhya-pradesh,2021,1,,1598317,3496206162.087521,seoni district
madhya-pradesh,2021,1,,783753,1460099482.774878,harda district
madhya-pradesh,2021,1,,901398,1614553569.2762,burhanpur district
madhya-pradesh,2021,1,,823880,1759875819.642134,damoh district
madhya-pradesh,2021,1,,67309234,101725720745.4144,bhopal district
madhya-pradesh,2021,1,,597586,1283708735.787687,jhabua district
madhya-pradesh,2021,1,,4368739,7366487165.421755,dhar district
madhya-pradesh,2021,1,,1882964,3799877430.500189,guna district
madhya-pradesh,2021,1,,1695991,3040530342.986616,east nimar district
madhya-pradesh,2021,1,,3281453,6171721022.75809,chhindwara district
madhya-pradesh,2021,1,,634168,1277673278.182812,umaria district
madhya-pradesh,2021,1,,858851,1727915177.294593,mandla district
madhya-pradesh,2021,1,,37457244,53867415617.00962,indore district
madhya-pradesh,2021,1,,1585789,3112033780.186758,shahdol district
madhya-pradesh,2021,1,,2401427,5101007536.79729,ratlam district
madhya-pradesh,2021,1,,633224,1480548117.25727,panna district
madhya-pradesh,2021,1,,1313444,2858061843.406745,chhatarpur district
madhya-pradesh,2021,2,,2232701,5471936992.439699,morena district
madhya-pradesh,2021,2,,337155,789494451.9712551,alirajpur district
madhya-pradesh,2021,2,,4199604,7779826903.455323,sehore district
madhya-pradesh,2021,2,,3307789,7622592229.322117,rajgarh district
madhya-pradesh,2021,2,,3055934,6344132532.300082,khargone district
madhya-pradesh,2021,2,,3121411,6595997323.027988,satna district
madhya-pradesh,2021,2,,1855069,3989323922.923102,narsinghpur district
madhya-pradesh,2021,2,,6808088,12879587251.0839,jabalpur district
madhya-pradesh,2021,2,,2539274,5124085752.314121,hoshangabad district
madhya-pradesh,2021,2,,2818313,6172397703.696194,vidisha district
madhya-pradesh,2021,2,,2827665,5854873523.380616,balaghat district
madhya-pradesh,2021,2,,2696777,5447820052.838381,singrauli district
madhya-pradesh,2021,2,,2817683,5192964519.856009,betul district
madhya-pradesh,2021,2,,1411602,3442541641.902777,sidhi district
madhya-pradesh,2021,2,,827843,2030280649.48903,datia district
madhya-pradesh,2021,2,,4430778,8482648817.275978,dewas district
madhya-pradesh,2021,2,,584509,1455672322.91693,sheopur district
madhya-pradesh,2021,2,,1431573,2946323814.2110047,neemuch district
madhya-pradesh,2021,2,,2995052,5530806419.500374,raisen district
madhya-pradesh,2021,2,,2219684,4866467550.907891,mandsaur district
madhya-pradesh,2021,2,,1345781,2884332779.31543,barwani district
madhya-pradesh,2021,2,,1723310,3464169343.490756,katni district
madhya-pradesh,2021,2,,608674,1511466140.246748,dindori district
madhya-pradesh,2021,2,,1989814,4908158568.955133,shivpuri district
madhya-pradesh,2021,2,,7475892,15466583871.36842,gwalior district
madhya-pradesh,2021,2,,1244262,2337702544.040525,anuppur district
madhya-pradesh,2021,2,,973164,2382536115.5125127,agar malwa district
madhya-pradesh,2021,2,,1025526,2445354252.609435,ashoknagar district
madhya-pradesh,2021,2,,3641764,7548955784.279181,sagar district
madhya-pradesh,2021,2,,334508,764025684.1628389,niwari district
madhya-pradesh,2021,2,,3692722,8211449728.951237,rewa district
madhya-pradesh,2021,2,,2078924,4515078777.196712,shajapur district
madhya-pradesh,2021,2,,4879699,9676724764.226078,ujjain district
madhya-pradesh,2021,2,,1929431,4392948922.316403,bhind district
madhya-pradesh,2021,2,,978223,2309862361.866748,tikamgarh district
madhya-pradesh,2021,2,,1926324,4585663549.528749,seoni district
madhya-pradesh,2021,2,,1022389,2426740999.152869,harda district
madhya-pradesh,2021,2,,1145247,2161598324.016423,burhanpur district
madhya-pradesh,2021,2,,1088303,2419007346.022773,damoh district
madhya-pradesh,2021,2,,74643630,127038866031.39792,bhopal district
madhya-pradesh,2021,2,,771669,1681131397.822843,jhabua district
madhya-pradesh,2021,2,,5029916,9012726646.390882,dhar district
madhya-pradesh,2021,2,,2290014,5355657187.257113,guna district
madhya-pradesh,2021,2,,2100816,3941324464.762269,east nimar district
madhya-pradesh,2021,2,,3787673,7484666557.941612,chhindwara district
madhya-pradesh,2021,2,,824921,1625485207.9485872,umaria district
madhya-pradesh,2021,2,,1048839,2209589287.519874,mandla district
madhya-pradesh,2021,2,,34159162,59026805792.65047,indore district
madhya-pradesh,2021,2,,1858973,3815559117.63072,shahdol district
madhya-pradesh,2021,2,,2599381,5685659163.113822,ratlam district
madhya-pradesh,2021,2,,870375,2165150098.016077,panna district
madhya-pradesh,2021,2,,1706850,4026012851.090751,chhatarpur district
madhya-pradesh,2021,3,,2663845,5913102281.242499,morena district
madhya-pradesh,2021,3,,405281,866069975.6384857,alirajpur district
madhya-pradesh,2021,3,,5466240,8629273157.345978,sehore district
madhya-pradesh,2021,3,,4362607,8110477015.611727,rajgarh district
madhya-pradesh,2021,3,,4080827,7653424067.128758,khargone district
madhya-pradesh,2021,3,,3863963,7099161854.480458,satna district
madhya-pradesh,2021,3,,2306626,4381298516.588237,narsinghpur district
madhya-pradesh,2021,3,,9691966,16293034528.47473,jabalpur district
madhya-pradesh,2021,3,,3357514,5790861781.981935,hoshangabad district
madhya-pradesh,2021,3,,3335770,5867670567.086285,vidisha district
madhya-pradesh,2021,3,,3613826,6476841319.0100765,balaghat district
madhya-pradesh,2021,3,,3618155,6621353481.4017935,singrauli district
madhya-pradesh,2021,3,,3654633,6054678740.771477,betul district
madhya-pradesh,2021,3,,1699469,3628172896.5687127,sidhi district
madhya-pradesh,2021,3,,1020487,2200901347.428269,datia district
madhya-pradesh,2021,3,,6092595,9986506658.490002,dewas district
madhya-pradesh,2021,3,,653005,1463415451.3224978,sheopur district
madhya-pradesh,2021,3,,2073895,4051955941.049946,neemuch district
madhya-pradesh,2021,3,,3839223,5937299649.675722,raisen district
madhya-pradesh,2021,3,,3144346,6258972327.10527,mandsaur district
madhya-pradesh,2021,3,,1902146,3713834240.251862,barwani district
madhya-pradesh,2021,3,,2297587,4195234171.667913,katni district
madhya-pradesh,2021,3,,732555,1558066600.475532,dindori district
madhya-pradesh,2021,3,,2526203,5208883167.360183,shivpuri district
madhya-pradesh,2021,3,,10677148,19237891487.13366,gwalior district
madhya-pradesh,2021,3,,1546491,2591714166.696354,anuppur district
madhya-pradesh,2021,3,,1319027,2767273784.0270247,agar malwa district
madhya-pradesh,2021,3,,1292875,2392758234.455395,ashoknagar district
madhya-pradesh,2021,3,,4691027,8366148265.5034,sagar district
madhya-pradesh,2021,3,,415505,858519029.3008024,niwari district
madhya-pradesh,2021,3,,4556210,8799296257.259958,rewa district
madhya-pradesh,2021,3,,2725153,4865959005.856778,shajapur district
madhya-pradesh,2021,3,,7652620,13233697399.24493,ujjain district
madhya-pradesh,2021,3,,2080070,4279914834.1175466,bhind district
madhya-pradesh,2021,3,,1201562,2318909825.503695,tikamgarh district
madhya-pradesh,2021,3,,2537797,4896066893.245604,seoni district
madhya-pradesh,2021,3,,1238849,2408638434.4105773,harda district
madhya-pradesh,2021,3,,1523550,2670012212.4459763,burhanpur district
madhya-pradesh,2021,3,,1339223,2698898323.811194,damoh district
madhya-pradesh,2021,3,,103403998,146735124186.2163,bhopal district
madhya-pradesh,2021,3,,1098652,2216570769.118132,jhabua district
madhya-pradesh,2021,3,,7010257,11371461567.62453,dhar district
madhya-pradesh,2021,3,,3046536,5615584297.407947,guna district
madhya-pradesh,2021,3,,2804269,4694724162.144183,east nimar district
madhya-pradesh,2021,3,,5106996,8670292561.634789,chhindwara district
madhya-pradesh,2021,3,,1019837,1814397211.744927,umaria district
madhya-pradesh,2021,3,,1316351,2496120604.483219,mandla district
madhya-pradesh,2021,3,,55970712,81712956761.21712,indore district
madhya-pradesh,2021,3,,2503362,4430769579.6169,shahdol district
madhya-pradesh,2021,3,,3779757,7531821203.291306,ratlam district
madhya-pradesh,2021,3,,1024773,2190941787.094632,panna district
madhya-pradesh,2021,3,,2157963,4585651268.768494,chhatarpur district
madhya-pradesh,2021,4,,3585380,8161920390.34097,morena district
madhya-pradesh,2021,4,,538522,1097069368.255401,alirajpur district
madhya-pradesh,2021,4,,6733399,10809509304.104809,sehore district
madhya-pradesh,2021,4,,5626439,10698887270.45585,rajgarh district
madhya-pradesh,2021,4,,5088590,9607110801.106825,khargone district
madhya-pradesh,2021,4,,5204603,9608260177.472307,satna district
madhya-pradesh,2021,4,,2973597,5586877149.279159,narsinghpur district
madhya-pradesh,2021,4,,12476449,20920967750.04842,jabalpur district
madhya-pradesh,2021,4,,4325760,7212062660.434593,hoshangabad district
madhya-pradesh,2021,4,,4079220,7104046806.8143,vidisha district
madhya-pradesh,2021,4,,4764095,8230285934.994758,balaghat district
madhya-pradesh,2021,4,,4737504,8571068342.329523,singrauli district
madhya-pradesh,2021,4,,4610618,7746768750.9957905,betul district
madhya-pradesh,2021,4,,2313095,4853524424.052965,sidhi district
madhya-pradesh,2021,4,,1346093,2916910531.794767,datia district
madhya-pradesh,2021,4,,7659615,13007477185.67583,dewas district
madhya-pradesh,2021,4,,936805,2118865209.2492309,sheopur district
madhya-pradesh,2021,4,,2627248,5212505514.716237,neemuch district
madhya-pradesh,2021,4,,4924261,7495214245.35038,raisen district
madhya-pradesh,2021,4,,4090431,8304681268.305336,mandsaur district
madhya-pradesh,2021,4,,2495299,4810801435.685824,barwani district
madhya-pradesh,2021,4,,2986585,5480440628.944632,katni district
madhya-pradesh,2021,4,,963996,1890051577.667037,dindori district
madhya-pradesh,2021,4,,3613567,7568666954.420719,shivpuri district
